essay_id,essay_text,essay_type,reference_text_id
22,"Что такое любовь? Для каждого человека любовь - это что-то своё. Любой человек дает разные определения любви.
Например, в тексте Яковлева у главного героя возникла особенная любовь. Любовь не ко внешности, а к голосу (пр. 1, 2). Он очень ярко описывает голос своей возлюбленной, потому что, если человек влюблён для него всё прекрасно в том человеке, которого он любит (пр. 3,4). Для него просто слова, произнесённые её голосом начинают иметь совсем не простой смысл (пр. 5,42). Я думаю, что если бы у главного героя спросили определение любви, то он бы дал его так: ""Любовь - это чувство, которое заставляет влюбиться в самое простое"".
В современной жизни такая любовь, как у главного героя возникает не часто, но всё же она присутствует. Например, в моей жизни присутствует любовь. Возможно, не такая как у главного героя, но всё же она есть. У меня есть любовь к моим родным, а это очень сильная любовь, которая не прекращается никогда. Поэтому, я считаю, что любовь - это не только чувства между парнем и девушкой, но это и чувства к твоим родным.
Итак, что такое любовь для меня? Для меня любовь - это прежде всего терпение ради родного человека. Если ты не можешь ждать человека, которого называешь любимым, то это уже не любовь, это что-то другое. Любовь - великое, трудное и сильное чувство.",3,8
23,"Что такое любовь? Любовь - это сокравенное чувство. Это чувство можно описать, как чувство безмятежности, легкости. Любовь - очень сильное и глубокое чувство. Докажу справедливость своих слов на конкретных примерах.
В тексте советского писателя и сценариста Ю.Я. Яковлева, мы видели, как мальчику понравился голос Наили (предложения 31-34). Он слушает этот голос с большим удовольствием. Можно полагать, что он влюблён в девочку. Мальчик неловко себя ведёт.
В современном мире к такому чувству, как любовь относятся не так, как раньше. Приведу пример из своей жизни. Не так давно, моя мама, рассказа мне одну историю. Во времена, когда мои родители были молоды и не были женаты, моя мама сильно заболела. Она не могла ходить. Мой папа не отходил от неё целыми днями держал её за руку и не отпускал. Если кто-то приходил к маме, он никого не подпускал. Папа сильно доложил ею. Вскоре мама шла на поправку. После этого они с папой поженились. Я считаю - это настоящая, крепкая любовь, и в горе, и в радости.
Можно сделать вывод, что любовь сплочает людей, делает их счастливыми. В некоторых случаях, как безответная любовь, разбитое сердце - человеку очень больно. Без любви жить может и проще, но это тоже самое, что жить без цветов и красок, в черно-белом цвете.",3,8
24,"Любовь - внутреннее нравственное чувство, выражающееся в тёплом отношении и готовности пойти на всё ради человека, которого любишь. Это чувство заставляет нас меняться, становиться лучше и относиться трепетней к окружающим. С любимым человеком хочется проводить как можно больше времени, которое проходит очень быстро. Докажу справедливость своих слов на конкретных примерах.
Обратимся к тексте Ю.Я. Яковлева. В данном отрывке иллюстрируются чувства мальчика к черноглазой Наиле. Герою рассказа было достаточно услышать только голос, чтобы влюбиться (предложения №2, 34) Для того, чтобы продолжать наслаждаться её голосом и совместить приятное с полезным, он попросил прочитать её таблицу умножения (предложение №36), которая превратилась в стихи (предложение № 43).
В своей жизни я часто наблюдала проявление данного чувства. Когда моя сестра встретила своего будущего мужа, она была довольно полной. Тогда она еще не имела представления о том, как привязанность и любовь могут заставить сделать вещи за пределами своих амбиций. Но вскоре чувства взяли над ней вверх и она похудела. Это было только её инициативой, она хотела, чтобы любимые голубые глаза засияли от гордости и любви еще больше.
Таким образом, любовь - необычное чувство, заставляющее нас делать намного больше. Чувство любви наполняет эйфорией, способной заставить нас становиться лучше рядом с любимым человеком и не терять ни секунды вместе.",3,8
25,"Любовь - это чувство привязанности к чему-либо или к кому-либо. Это симпатия к определенному объекту. Любовь бывает как к живому существу, так и к какому-либо предмету. Рассмотрим это на примерах.
В тексте советского писателя и сценариста Ю.Я. Яковлева главный герой осознает, что постепенно влюбляется в девочку из своей школы (Наиля). Он начинает любить в ней все: голос, губы, дыхание. Герой-рассказчик готов просто слушать голос Наили, и ему не важно, что именно она будет говорить. Это и есть любовь.
Приведу пример из жизни. В знаменитом произведении ""Алые Паруса"" главная героиня знакомится с новым другом, который после становится ее судьбой. После их долгой разлуки они, наконец, встречаются вновь. Ассоль бежит к Грэю на ""крыльях любви"", крепко обнимает его, Грэй же отвечает взаимностью. Эта привязанность и есть любовь.
В заключении хочется сказать, что жизнь не бывает без любви. Нужно верить в любовь, даже если она происходит с первого взгляда.",3,8
26,"Любовь - как говорят многие, бывает с первого взгляда. Она бывает разного вида: взаимная и не взаимная. У любви нет предела возможностей. Каждый человек показывает свою любовь разными способами. Когда человек влюбляется, он испитывает море эмоций. Одновременно хочется петь и танцевать, прыгать и бегать. Это невозможно описать словами.
Пример из текста: Один мальчик, прежде чем увидеть Наилю, услышал её голос. Её голос очень поразил этого мальчика, показался чем-то необычным. Когда он слышал её голос, он представлял её самой красивой девочкой на этой планете. Мальчик не хотел, чтоб её голос покидал его. Ему хотелось вечно слушать её голос и никто больше.
Пример из жизни: Как-то раз я встретил одну девочку, она мне сильно понравилась. До этого мы с ней на протяжении двух месяцев общались по Интернету. Тут я собрался с мыслями и подошёл к ней. Она была растеряна и напугана, но немного разговорились и всё стало хорошо. Мы находили много разных тем для разговора. Так мы общались месяц, узнавали друг друга получше и я предложил ей встречаться. На что ответила: ""Я не против!"".
Если вы в кого-то влюбляетесь, или же просто хотите общаться, не бойтесь делать первый шаг.",3,8
27,"Что же такое любовь? Любовь - это особое чувство человека, проявляющее симпатию к другому человеку. Любовь бывает разная. Существует материнская любовь, школьная любовь, детская любовь, дружеская любовь и т.д.
В качестве первого аргумента приведём пример из текста Ю.Я. Яковлева, где парень испытывает симпатию к Наили.
Её голос является музыкой для него. По голосу Наили главный герой уже представляет её образ, как сказано в предложении 7: ""... Я услышал голос Наили и представил себе её: волосы должны быть тёмными, глаза - с угольками в середине, губы - чуть припухшие..."" Когда парень попросил её прочитать таблицу умножения, можно сказать, что ему не важно, что она будет говорить, главное для него, просто слышать её нежный голос. Я думаю, что данный пример и является любовью.
В качестве второго аргумента приведём пример из жизни. Мама - самое главное в нашей жизни. Не смотря на ссоры, разногласия и обиды, мама всегда простит. Она нас растила, воспитывала, не давала в обиду. Ей можно рассказать всё. Мама всегда поймёт своего ребёнка, т.к. она любит его. Всё это называется материнской любовью.
Из вышеперечисленного, я могу сказать, что любовь - это самое главное чувство человека. Без любви человек был бы серым в душе, и, возможно, остался бы одиноким.",3,8
28,"""Любовь""
Что же такое любовь? Любовь - это межличностные отношения, которые связаны взаимной симпатией друг к другу
Все мы хотябы раз в жизни испытывали такое прекрасное чувство, как любовь. Текст, который дан мне в киме, хорошо даёт понять, что такое любовь. Услышав голос девочки, мальчик понял, что он влюблён в его звучание ""по уши"". Но как оказалось в дальнейшем не только голос Наили заставляет его сердце бится чаще. В моей жизни есть только один пример проявления искренней любви. Родители, к ним у меня самая чистая любовь. Ведь они с момента нашего появления на свет, вкладывали в нас всё самое лучшее, не желея сил и времени. А мы, как любящие дети просто обязаны уделять им больше внимания и быть всегда рядом с ними.
Я считаю, что каждый из нас должен быть любимым, каким бы он не был. Для человека, это просто необходимо.",3,8
40,"Любовь — это когда услышишь голос человека и сердце начнёт биться быстрее. Рассказчик услышал голос Наили и был поражён им. В её голосе звучали две струны — одна низкая, другая высокая, которые то звучали отдельно, то сливались вместе. Простые слова в её исполнении меняли своё значение.
По голосу он представил её внешность: тёмные волосы, чёрные глаза, припухшие губы. Когда голос умолкал, рассказчик боялся, что больше его не услышит. Он хотел, чтобы этот голос звучал вечно только для него.
Встретив Наилю на берегу, он узнал, что они учатся в одной школе. Её голос полностью захватил власть над ним. Даже таблица умножения в её исполнении превращалась в стихи. Любовь меняет восприятие мира.",3,8
47,"На мой взгляд красота - это то, что симпатизирует человеку эстетически, душевно. Красоту можно назвать чувством, вызывающим радость и эйфорию. Мне кажется, что красота имеет важное значение в жизни каждого человека.Без красоты мир казался бы тусклым, однотонным и без ярких красок, порождающих счастье.
Исходя из прочитанного текста можно пример из жизни обычных людей, которые сблизились и стали счастливы, наблюдая за красотой природы.
Примером из жизни может послужить один случай. Один художник, который чувствовал и видел красоту во всем стал очень известным и поимел людские симпатии к своим картинам. Он жил красотой, проникся ею, что было замечено в его картинах.
Таким образом, я могу сделать вывод, что красота имеет большое значение в жизни людей. Красота сближает человечество, помогает кому-то найти себя в жизни и вызывает яркие эмоции. Поэтому тяжело представить окружающий мир без красоты.",3,5
48,"Что же такое красота? Я думаю, красоту можно разделить на два понятия: внешняя и внутренняя. Внешняя красота - наличие приятных внешних данных. А внутренняя красота - это характеристика души человека, которой характерны доброта, отзывчивость, гуманность, честность.
Чтобы подтвердить свое мнение, проанализируем текст и пример из жизненного опыта. В тексте автор говорит, что у каждого в сердце живет красота, которую важно суметь разбудить. Так люди, которые сидели в барже, смогли пробудить в себе эту красоту. За небольшой промежуток времени они смогли сблизиться и показать свои незащищенные стороны. Во время пения всех объединили воспоминания и тревоги. Они не говорили об этом вслух, но каждый чувствовал это. В этой ситуации пробудить красоту помогло слияние с природой. Красота души помогла людям мысленно объединиться и поддержать друг друга.
Пример красоты можно встретить и в моей жизни. В нашей школе есть мальчик, который не обладает красивой внешностью, не носит модную одежду и иногда донашивает старые вещи. Из-за этого над ним часто смеялись, шутили и не хотели дружить. Но однажды все узнали о его жизни вне школы. Оказывается, он не тратил деньги, чтобы помогать родителям и иногда делать подарки сестре. Он уже долгое время подрабатывал за небольшую сумму и при этом любил добровольно помогать людям. После этог оу многих поменялось о нем мнение в лучшуу сторону, ведь внутренняя красота важнее.",3,5
54,"Какое же значение имеет слово красота? Есть разные варианты. Красота может быть связана с человеком, как с внутренними так и с внешними качествами.Так же красота может быть в природе, в словах, в поступках. И у каждого эта красота разная.
По тексту Грибова Юрия Тарасовича, можно понять что, красота, в данном случае красота природы, может даже сблизить совершенно разных людей. Это мы можем понять прочитав предложение из текста - ""Рабочие отложили карты, а женщины тперестали есть. Несколько минут стояла тишина"". А так же ""Они некоторое время молчали, не отрывая серьезных лиц от берега, и вздохнув, поправив платочки, продолжали петь, смотря друг на друга и ка бы чувствуя родство душ."" Автор много раз подчеркивал детали красоты природы. Грибов Ю.Т. считает что красота живет в сердце каждого, только стоит ее отыскать. Что каким бы не был человек внутри него обязательно есть красота, это можно доказать словами из текста - ""Еще подумал я о том, что красота, видно, живет в сердце каждого человека и очень важно суметь разбудить ее, не дать ей умереть, не проснувшись.
Как и сказал автор красота присутствует у всех в жизни, вот и я не исключение. В моей жизни была такая ситуация. Мы с друзьями ходили в поход, и в середине дня разругались. Все думали, что поход теперь будет не интересным, и я также думала. Ближе к вечеру моя подруга предложила пожарить зефир на костре, я не отказалась. Так же мы позвали всех остальных они тоже пришли. В месте, где мы  жврили хефир, был очень красивый вид. Мы начали рассматривать закат и разболтались. В итоге каждый извинился перед друг другом, и все помирились. Благодаря природе, а точнее ее красоте мы снова стали веселиться, и вечер прошел отлично.
Я считаю что красота в жизни человека имеет очень большую роль. Это связывает и сближает. Так же я согласна с высказыванием автора о красоте. Это правда красота живет внутри каждого из нас надо только ее разбудить.
",3,5
45,"В рассказе В. М. Пескова мальчик из деревни однажды отправился с отцом в город и заметил в книжном магазине яркий том с большими иллюстрациями. Отец, оценив цену, отложил покупку «на другой раз», но спустя две недели они вернулись и приобрели заветную книгу.
Во время обратной поездки мальчик с гордостью поставил книгу на подоконник вагона. Когда поезд тронулся, том выскользнул между двойными рамами. Мальчик растерялся и заплакал, а сосед-лётчик сразу же подключился к поискам. Он вместе с остальными пассажирами попытался достать книгу, демонстрируя готовность помочь чужому горю.
К моменту прибытия на первую станцию книга всё ещё оставалась застрявшей. Тогда лётчик приободрил мальчика: «Не переживай, мы обязательно пришлём её тебе». На следующий день мальчиков отец получил от лётчика посылку с возвращённой книгой. Через несколько дней пришло ещё семь одинаковых томов с запиской: «Я же говорил, что мы достанем её».
Прошли годы, и в военное лихолетье все эти книги были утеряны. Но мальчик, став взрослым человеком, до сих пор хранит тёплую память о бескорыстной заботе незнакомых людей. Этот случай убедил его, что добра и готовности прийти на помощь в мире значительно больше, чем эгоизма, а человеческое тепло способно преображать жизнь.",3,6
49,"Бескорыстность - одно из самых светлых и нужных качеств человека, готовность безвозмездно помогать другим. Бескорыстный человек делает самые ""правильные"" поступки просто так, не ищя для себя выгоды. Он не боится протянуть руку помощи тому, кто оказался в беде.
В приведеном тексте примером бескорыстного человека является летчик, а также все те люди, кто отправил мальчику книжку. Ведь никто им за это не платил, никто не просил их это делать, все те люди совершили такой поступок, чтобы обрадовать мальчика, и никто из них не ждал ничего взамен.
В моей жизни было множество различных ситуаций, в которых люди совершали бескорыстные поступки. Например, однажды по пути в деревню я и моя тетя заехали по пути на заправку, там у кассы стоял и считал мелочь какой-то мужчина. Кассир озвучивал ему цены на разные булочки, а мужчина лишь продолжал повторять: ""а подешевле нет?"". Тогда моя тетя оплатила ему булочку и чай, хотя ее не просили и взамен она ничего не получила. Мужчина долго благодарил ее и вскоре мы продолжили свой путь.
Бескорыстность - качество честного, доброго и отзывчивого человека, поэтому с легкостью можно сказать: бескорыстный человек - хороший человек.
",3,6
50,"Бескорыстность - это желание помочь без какой-либо выгоды. Бескорыстностью обладают добрые и честные люди.
В тексте В.М. Пескова говорится о мальчике и потерянной книге. Он долго хотел ту книжку, но после покупки потерял ее в вагоне. Мальчишка расстроился и стал плакать. Летчик подбежал к нему и пообещал вернуть книгу.
Спустя время мальчик получил семь одинаковых книжек от пассажиров вагона.
В ситуации когда я расстеряна я всегда могу получить поддержку от людей и они никогда не ищут выгоды.
Таким образом бескорыстность -помощь и поддержка тем, кто в этом нуждается.",3,6
51,"Бескорыстность - способность делать добро без ожидания награды. 
Она проявляет истинную доброту и благородство. В рассказе В. М. Пескова попутчики бескорыстно помогают мальчику, отдавая книги и поддержку. 
В «Юшке» А. П. Платонова главный герой отдает сиротке все накопления, не требуя ничего взамен. 
Эти примеры показывают, что бескорыстность - важное человеческое качество, присущее щедрым сердцам.",3,6
52,"Что такое бескорыстность? Бескорыстность - это способность человека помочь, не ищя для себя выгоды, и не ждать при этом благодарности. Бескорыстность красит человека и характиеризует его отношение к другим, готовность помочь без повода и вознаграждения. Докажу свои высказывания тезисами из текста.
В тексте мальчик ехал в поезде с книгой. Он поставил ее на открытое окно, отвлекся, и книга исчезла между двойными окначи вагона. Сосед-летчик, а потом и весь вагон, понимали, что маленький ребенок ничем не смжет их вознаградить, проявили бескорыстность и попытались достать книгу на протяжении всей дороги. Даже после того, как мальчик вышел из поезда из-за прибытия на станцию, пассажиры вагона продолжили попытки, несмотря на то что ребенка,которому принаджедит книга, уже нет рядом. Многие на их месте уже давно бы бросили, но они упорно продолжали доставать книгу. Достав ее, сосед-летчик отослал книгу мальчику по почте, не потребовав денег или чего-то еще за свои старания.
В моей жизни была похожая ситуация. В один день, по дороге домой, я увидел горящий дом. На улице было много людей, успевших выбежать из того дома, и, кричавших, что внутри остались еще дети и раненные люди. И тут я заметил мужчину, смело шагающего по карнизу горящего дома. Он залез в окно и на протяжении двадцати минут детей и раненных и после убежал, ничего не сказав. Он не потребовал вознаграждения, благодарности или чего-то еще. Он рискнул своей жизнью ради других, проявив бескорыстную помощь.
В заключение хотелось бы сказать, что настоящие добрые люди - это те, кто способен на бескорыстную помощь.
",3,6
